"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-10969,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to javax.swing.JEditorPane.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-35490,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.PerUserPoolDataSource.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-35491,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.SharedPoolDataSource.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-8840,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.0.0 through 2.9.10.2 lacks certain xbean-reflect/JNDI blocking, as demonstrated by org.apache.xbean.propertyeditor.JndiConverter.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-9546,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.hadoop.shaded.com.zaxxer.hikari.HikariConfig (aka shaded hikari-config).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-9547,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to com.ibatis.sqlmap.engine.transaction.jta.JtaTransactionConfig (aka ibatis-sqlmap).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2020-9548,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPConfig (aka anteros-core).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: logback-core-1.1.11.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/logback-core-1.1.11.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",cc7a8deacd26b0aa2668779ce2721c0f,88b8df40340eed549fb07e2613879bf6b006704d,pkg:maven/ch.qos.logback/logback-core@1.1.11,cpe:2.3:a:qos:logback:1.1.11:*:*:*:*:*:*:*,CVE-2017-5929,CWE-502 Deserialization of Untrusted Data,QOS.ch Logback before 1.2.0 has a serialization vulnerability affecting the SocketServer and ServerSocketReceiver components.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,32
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2019-16869,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"Netty before 4.1.42.Final mishandles whitespace before the colon in HTTP headers (such as a ""Transfer-Encoding : chunked"" line), which leads to HTTP request smuggling.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2019-20444,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"HttpObjectDecoder.java in Netty before 4.1.44 allows an HTTP header that lacks a colon, which might be interpreted as a separate header with an incorrect syntax, or might be interpreted as an ""invalid fold.""",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2019-20445,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"HttpObjectDecoder.java in Netty before 4.1.44 allows a Content-Length header to be accompanied by a second Content-Length header, or by a Transfer-Encoding header.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2021-21290,"CWE-378 Creation of Temporary File With Insecure Permissions, CWE-379 Creation of Temporary File in Directory with Incorrect Permissions","Netty is an open-source, asynchronous event-driven network application framework for rapid development of maintainable high performance protocol servers & clients. In Netty before version 4.1.59.Final there is a vulnerability on Unix-like systems involving an insecure temp file. When netty's multipart decoders are used local information disclosure can occur via the local system temporary directory if temporary storing uploads on the disk is enabled. On unix-like systems, the temporary directory is shared between all user. As such, writing to this directory using APIs that do not explicitly set the file/directory permissions can lead to information disclosure. Of note, this does not impact modern MacOS Operating Systems. The method ""File.createTempFile"" on unix-like systems creates a random file, but, by default will create this file with the permissions ""-rw-r--r--"". Thus, if sensitive information is written to this file, other local users can read this information. This is the case in netty's ""AbstractDiskHttpData"" is vulnerable. This has been fixed in version 4.1.59.Final. As a workaround, one may specify your own ""java.io.tmpdir"" when you start the JVM or use ""DefaultHttpDataFactory.setBaseDir(...)"" to set the directory to something that is only readable by the current user.",NVD,LOW,1.9,/AV:L/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2021-21295,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"Netty is an open-source, asynchronous event-driven network application framework for rapid development of maintainable high performance protocol servers & clients. In Netty (io.netty:netty-codec-http2) before version 4.1.60.Final there is a vulnerability that enables request smuggling. If a Content-Length header is present in the original HTTP/2 request, the field is not validated by `Http2MultiplexHandler` as it is propagated up. This is fine as long as the request is not proxied through as HTTP/1.1. If the request comes in as an HTTP/2 stream, gets converted into the HTTP/1.1 domain objects (`HttpRequest`, `HttpContent`, etc.) via `Http2StreamFrameToHttpObjectCodec `and then sent up to the child channel's pipeline and proxied through a remote peer as HTTP/1.1 this may result in request smuggling. In a proxy case, users may assume the content-length is validated somehow, which is not the case. If the request is forwarded to a backend channel that is a HTTP/1.1 connection, the Content-Length now has meaning and needs to be checked. An attacker can smuggle requests inside the body as it gets downgraded from HTTP/2 to HTTP/1.1. For an example attack refer to the linked GitHub Advisory. Users are only affected if all of this is true: `HTTP2MultiplexCodec` or `Http2FrameCodec` is used, `Http2StreamFrameToHttpObjectCodec` is used to convert to HTTP/1.1 objects, and these HTTP/1.1 objects are forwarded to another remote peer. This has been patched in 4.1.60.Final As a workaround, the user can do the validation by themselves by implementing a custom `ChannelInboundHandler` that is put in the `ChannelPipeline` behind `Http2StreamFrameToHttpObjectCodec`.",NVD,LOW,2.6,/AV:N/AC:H/Au:N/C:N/I:P/A:N,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: netty-transport-4.0.47.Final.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/netty-transport-4.0.47.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,fdbf7e6e0c500a5f14d12180aa390766,f5dc76021988fd1dc4e7bcb2fb0bc237b8b2098d,pkg:maven/io.netty/netty-transport@4.0.47.Final,cpe:2.3:a:netty:netty:4.0.47:*:*:*:*:*:*:*,CVE-2021-21409,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"Netty is an open-source, asynchronous event-driven network application framework for rapid development of maintainable high performance protocol servers & clients. In Netty (io.netty:netty-codec-http2) before version 4.1.61.Final there is a vulnerability that enables request smuggling. The content-length header is not correctly validated if the request only uses a single Http2HeaderFrame with the endStream set to to true. This could lead to request smuggling if the request is proxied to a remote peer and translated to HTTP/1.1. This is a followup of GHSA-wm47-8v5p-wjpj/CVE-2021-21295 which did miss to fix this one case. This was fixed as part of 4.1.61.Final.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: snakeyaml-1.17.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*,CVE-2017-18640,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The Alias feature in SnakeYAML 1.18 allows entity expansion during a load operation, a related issue to CVE-2003-1564.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,27
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-boot-1.5.8.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-1.5.8.RELEASE.jar,Spring Boot,"",675be87ce49c0b8ace3ebfcf984c11e8,748ebde51761e12627ad23d064024f342b18f9b4,pkg:maven/org.springframework.boot/spring-boot@1.5.8.RELEASE,cpe:2.3:a:pivotal_software:spring_boot:1.5.8:release:*:*:*:*:*:*,CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,32
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-boot-1.5.8.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-1.5.8.RELEASE.jar,Spring Boot,"",675be87ce49c0b8ace3ebfcf984c11e8,748ebde51761e12627ad23d064024f342b18f9b4,pkg:maven/org.springframework.boot/spring-boot@1.5.8.RELEASE,cpe:2.3:a:pivotal_software:spring_boot:1.5.8:release:*:*:*:*:*:*,CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,32
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-boot-starter-security-1.5.8.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-starter-security-1.5.8.RELEASE.jar,Starter for using Spring Security,"",e5eb87e777b710868944fc4a04845860,1f143627e30e74244e83223a5a9347c95a2dafbc,pkg:maven/org.springframework.boot/spring-boot-starter-security@1.5.8.RELEASE,"cpe:2.3:a:pivotal_software:spring_boot:1.5.8:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:1.5.8:release:*:*:*:*:*:*",CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-boot-starter-security-1.5.8.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-starter-security-1.5.8.RELEASE.jar,Starter for using Spring Security,"",e5eb87e777b710868944fc4a04845860,1f143627e30e74244e83223a5a9347c95a2dafbc,pkg:maven/org.springframework.boot/spring-boot-starter-security@1.5.8.RELEASE,"cpe:2.3:a:pivotal_software:spring_boot:1.5.8:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:1.5.8:release:*:*:*:*:*:*",CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-core-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-core-4.3.12.RELEASE.jar,Spring Core,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",01ab7f742861c65f7339acba6333326c,4cebc69478c6d350dbd5af28e3db7d5694f416e3,pkg:maven/org.springframework/spring-core@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:springsource_spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-core-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-core-4.3.12.RELEASE.jar,Spring Core,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",01ab7f742861c65f7339acba6333326c,4cebc69478c6d350dbd5af28e3db7d5694f416e3,pkg:maven/org.springframework/spring-core@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:springsource_spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
